Lon Lat HF
-48.538300 46.700000 43.000000
-47.956700 47.121700 41.000000
-59.635000 43.981700 45.000000
-49.066700 45.818300 60.000000
-48.383300 45.745000 37.000000
-48.515000 46.470000 47.000000
-48.445000 46.475000 51.000000
-48.480000 46.475000 44.000000
-48.480000 46.445000 43.000000
-48.515000 46.445000 48.000000
-48.515000 46.458300 46.000000
-48.541700 46.445000 42.000000
-48.541700 46.461700 48.000000
-60.191700 43.885000 51.000000
-60.230000 43.878300 52.000000
-60.226700 43.895000 43.000000
-60.205000 43.900000 31.000000
-47.968300 46.938300 45.000000
-58.918300 44.670000 47.000000
-58.230000 55.496700 50.000000
-59.685000 44.191700 47.000000
-59.533300 44.036700 53.000000
-59.610000 44.033300 49.000000
-59.635000 44.020000 40.000000
-59.573300 44.038300 43.000000
-59.551700 44.023300 46.000000
-48.281700 46.458300 48.000000
-60.436700 43.576700 46.000000
-48.433300 46.566700 42.000000
-58.435000 44.785000 50.000000
-48.820000 47.045000 59.000000
-48.021700 46.806700 51.000000
-48.106700 46.808300 48.000000
-48.173300 46.843300 47.000000
-48.065000 46.863300 51.000000
-59.398300 44.871700 52.000000
-127.750000 48.750000 200.000000
-118.041000 76.013300 58.000000
-118.016000 76.031700 68.000000
-119.013000 75.091700 57.000000
-119.046000 76.021700 51.000000
-101.560000 49.130000 58.000000
-101.830000 49.130000 56.000000
-101.590000 49.400000 59.000000
-101.860000 49.400000 56.000000
-101.620000 49.670000 56.000000
-101.890000 49.670000 57.000000
-101.650000 49.930000 58.000000
-101.920000 49.930000 59.000000
-101.650000 50.020000 59.000000
-101.790000 50.020000 57.000000
-101.650000 50.200000 66.000000
-101.680000 50.460000 74.000000
-101.710000 50.730000 77.000000
-101.850000 50.730000 75.000000
-101.880000 50.990000 72.000000
-101.740000 51.260000 70.000000
-102.200000 49.130000 60.000000
-102.610000 49.130000 61.000000
-103.010000 49.130000 65.000000
-103.410000 49.130000 59.000000
-103.810000 49.130000 56.000000
-104.210000 49.130000 56.000000
-104.610000 49.130000 56.000000
-105.010000 49.130000 55.000000
-105.410000 49.130000 54.000000
-105.810000 49.130000 52.000000
-102.200000 49.390000 56.000000
-102.610000 49.390000 63.000000
-103.010000 49.390000 62.000000
-103.420000 49.390000 60.000000
-103.820000 49.390000 59.000000
-104.220000 49.390000 57.000000
-104.630000 49.390000 55.000000
-105.030000 49.390000 50.000000
-105.840000 49.390000 46.000000
-102.210000 49.660000 58.000000
-102.610000 49.660000 57.000000
-103.020000 49.660000 59.000000
-103.430000 49.660000 61.000000
-103.830000 49.660000 59.000000
-104.240000 49.660000 58.000000
-104.650000 49.660000 56.000000
-105.050000 49.660000 52.000000
-105.460000 49.660000 54.000000
-105.870000 49.660000 50.000000
-102.210000 49.920000 50.000000
-102.620000 49.920000 54.000000
-103.030000 49.920000 58.000000
-103.440000 49.920000 61.000000
-103.850000 49.920000 63.000000
-104.660000 49.920000 61.000000
-105.070000 49.920000 54.000000
-105.480000 49.920000 47.000000
-105.890000 49.920000 54.000000
-102.210000 50.180000 63.000000
-102.620000 50.180000 51.000000
-103.030000 50.180000 53.000000
-103.440000 50.180000 66.000000
-103.850000 50.180000 59.000000
-104.260000 50.180000 57.000000
-104.660000 50.180000 55.000000
-105.070000 50.180000 64.000000
-105.480000 50.180000 50.000000
-102.210000 50.440000 62.000000
-102.620000 50.440000 55.000000
-103.030000 50.440000 54.000000
-103.450000 50.440000 65.000000
-103.860000 50.440000 59.000000
-104.270000 50.440000 68.000000
-104.680000 50.440000 55.000000
-105.100000 50.440000 63.000000
-102.210000 50.730000 76.000000
-102.630000 50.730000 59.000000
-103.050000 50.730000 59.000000
-103.470000 50.730000 64.000000
-104.290000 50.700000 68.000000
-105.120000 50.700000 65.000000
-105.540000 50.700000 50.000000
-105.950000 50.700000 53.000000
-103.060000 50.990000 76.000000
-103.480000 50.990000 55.000000
-103.890000 50.970000 68.000000
-104.300000 50.970000 68.000000
-104.720000 50.970000 53.000000
-105.560000 50.970000 57.000000
-102.630000 51.260000 71.000000
-103.060000 51.260000 66.000000
-103.480000 51.260000 58.000000
-104.300000 51.230000 70.000000
-105.140000 51.230000 51.000000
-105.560000 51.230000 46.000000
-105.980000 51.230000 63.000000
-103.060000 51.520000 69.000000
-103.490000 51.520000 71.000000
-103.910000 51.520000 83.000000
-104.320000 51.490000 48.000000
-104.740000 51.490000 60.000000
-105.170000 51.490000 60.000000
-103.060000 51.750000 65.000000
-104.620000 51.750000 59.000000
-105.470000 51.750000 53.000000
-105.900000 51.750000 51.000000
-103.070000 52.020000 68.000000
-103.220000 52.020000 74.000000
-104.620000 51.930000 62.000000
-105.640000 52.020000 56.000000
-105.930000 52.280000 55.000000
-107.000000 49.130000 51.000000
-107.410000 49.130000 57.000000
-107.810000 49.130000 53.000000
-108.210000 49.130000 49.000000
-108.610000 49.130000 50.000000
-109.010000 49.130000 50.000000
-109.410000 49.130000 56.000000
-109.810000 49.130000 56.000000
-107.010000 49.390000 52.000000
-107.820000 49.390000 50.000000
-108.220000 49.390000 45.000000
-108.630000 49.390000 50.000000
-109.030000 49.390000 49.000000
-109.430000 49.390000 52.000000
-109.840000 49.390000 50.000000
-106.610000 49.660000 49.000000
-107.020000 49.660000 52.000000
-107.420000 49.660000 52.000000
-108.240000 49.660000 46.000000
-108.640000 49.660000 50.000000
-109.050000 49.660000 53.000000
-109.460000 49.660000 50.000000
-109.860000 49.660000 53.000000
-106.620000 49.920000 49.000000
-107.030000 49.920000 50.000000
-107.430000 49.920000 49.000000
-107.840000 49.920000 46.000000
-108.250000 49.920000 49.000000
-108.660000 49.920000 50.000000
-109.070000 49.920000 53.000000
-109.480000 49.920000 55.000000
-109.890000 49.920000 54.000000
-106.620000 50.180000 50.000000
-107.030000 50.180000 54.000000
-107.430000 50.180000 54.000000
-107.840000 50.180000 53.000000
-108.250000 50.180000 55.000000
-108.660000 50.180000 57.000000
-109.070000 50.180000 58.000000
-109.480000 50.180000 59.000000
-106.210000 50.440000 56.000000
-106.620000 50.440000 52.000000
-107.030000 50.440000 54.000000
-107.440000 50.440000 54.000000
-107.860000 50.440000 63.000000
-108.270000 50.440000 67.000000
-108.680000 50.440000 58.000000
-109.090000 50.440000 61.000000
-109.510000 50.440000 59.000000
-109.920000 50.440000 61.000000
-106.210000 50.700000 54.000000
-106.620000 50.700000 55.000000
-107.040000 50.700000 50.000000
-107.460000 50.700000 65.000000
-107.870000 50.710000 59.000000
-108.290000 50.710000 64.000000
-108.700000 50.710000 59.000000
-109.120000 50.710000 56.000000
-109.530000 50.710000 61.000000
-109.950000 50.700000 61.000000
-107.050000 50.970000 46.000000
-107.470000 50.970000 55.000000
-107.880000 50.970000 51.000000
-108.300000 50.970000 59.000000
-108.720000 50.970000 58.000000
-109.140000 50.970000 56.000000
-109.560000 50.970000 59.000000
-106.630000 51.230000 62.000000
-107.050000 51.230000 72.000000
-107.880000 51.230000 61.000000
-108.300000 51.230000 59.000000
-109.140000 51.230000 56.000000
-109.560000 51.230000 58.000000
-107.480000 51.490000 66.000000
-107.900000 51.490000 57.000000
-108.320000 51.490000 52.000000
-108.740000 51.490000 60.000000
-109.160000 51.490000 54.000000
-109.590000 51.490000 65.000000
-106.210000 51.750000 62.000000
-107.060000 51.750000 71.000000
-107.490000 51.750000 53.000000
-107.910000 51.750000 47.000000
-108.340000 51.750000 61.000000
-108.760000 51.750000 61.000000
-109.190000 51.750000 56.000000
-109.620000 51.750000 58.000000
-109.760000 51.750000 59.000000
-108.070000 52.010000 59.000000
-109.360000 52.010000 61.000000
-109.640000 52.010000 59.000000
-108.500000 52.280000 62.000000
-108.930000 52.280000 59.000000
-109.500000 52.280000 70.000000
-109.780000 52.280000 58.000000
-108.520000 52.540000 56.000000
-108.950000 52.540000 64.000000
-108.390000 52.800000 59.000000
-108.980000 52.800000 59.000000
-109.410000 52.800000 71.000000
-109.850000 52.800000 57.000000
-99.410000 49.130000 68.000000
-99.950000 49.130000 58.000000
-100.350000 49.130000 63.000000
-100.750000 49.130000 63.000000
-101.160000 49.130000 59.000000
-99.830000 49.400000 68.000000
-100.240000 49.400000 68.000000
-100.640000 49.400000 65.000000
-101.050000 49.400000 63.000000
-101.320000 49.400000 59.000000
-101.350000 49.670000 57.000000
-100.940000 49.670000 64.000000
-100.530000 49.670000 69.000000
-99.710000 49.670000 70.000000
-100.120000 49.670000 70.000000
-99.590000 49.930000 77.000000
-100.000000 49.930000 79.000000
-100.410000 49.930000 76.000000
-100.820000 49.930000 69.000000
-101.240000 49.930000 61.000000
-101.240000 50.200000 68.000000
-100.820000 50.200000 78.000000
-100.850000 50.460000 92.000000
-101.270000 50.460000 71.000000
-101.300000 50.730000 76.000000
-110.200000 49.130000 55.000000
-110.470000 49.130000 53.000000
-110.740000 49.130000 56.000000
-111.000000 49.130000 57.000000
-111.270000 49.130000 59.000000
-111.540000 49.130000 59.000000
-111.810000 49.130000 59.000000
-112.070000 49.130000 59.000000
-112.340000 49.130000 56.000000
-112.610000 49.130000 50.000000
-112.870000 49.130000 47.000000
-113.140000 49.130000 44.000000
-110.200000 49.310000 48.000000
-110.470000 49.310000 48.000000
-110.740000 49.310000 55.000000
-111.010000 49.310000 55.000000
-111.280000 49.310000 55.000000
-111.550000 49.310000 57.000000
-111.820000 49.310000 57.000000
-112.090000 49.310000 50.000000
-112.360000 49.310000 53.000000
-112.620000 49.310000 50.000000
-112.890000 49.310000 48.000000
-113.160000 49.310000 43.000000
-113.430000 49.310000 41.000000
-110.200000 49.830000 49.000000
-110.480000 49.830000 47.000000
-110.750000 49.830000 49.000000
-111.020000 49.830000 54.000000
-111.290000 49.830000 56.000000
-111.560000 49.830000 54.000000
-111.830000 49.830000 60.000000
-112.100000 49.830000 59.000000
-112.370000 49.830000 53.000000
-112.640000 49.830000 52.000000
-112.910000 49.830000 50.000000
-113.180000 49.830000 42.000000
-113.450000 49.830000 44.000000
-113.590000 49.830000 42.000000
-113.860000 49.830000 38.000000
-110.200000 49.660000 43.000000
-113.720000 49.830000 40.000000
-110.480000 49.660000 47.000000
-110.750000 49.660000 47.000000
-111.020000 49.660000 52.000000
-111.290000 49.660000 52.000000
-111.560000 49.660000 55.000000
-111.830000 49.660000 55.000000
-112.100000 49.660000 59.000000
-112.370000 49.660000 53.000000
-112.640000 49.660000 50.000000
-112.910000 49.660000 47.000000
-113.180000 49.660000 45.000000
-113.450000 49.660000 43.000000
-110.200000 49.480000 47.000000
-110.470000 49.480000 47.000000
-110.740000 49.480000 50.000000
-111.280000 49.480000 55.000000
-111.820000 49.480000 57.000000
-112.090000 49.480000 57.000000
-112.360000 49.480000 53.000000
-112.620000 49.480000 50.000000
-113.160000 49.480000 45.000000
-113.430000 49.480000 38.000000
-113.700000 49.480000 40.000000
-113.830000 49.480000 40.000000
-111.010000 49.480000 53.000000
-111.550000 49.480000 59.000000
-110.210000 50.010000 53.000000
-110.480000 50.010000 54.000000
-110.750000 50.010000 56.000000
-111.020000 50.010000 54.000000
-111.300000 50.010000 59.000000
-111.570000 50.010000 58.000000
-111.840000 50.010000 60.000000
-112.120000 50.010000 57.000000
-112.390000 50.010000 55.000000
-112.660000 50.010000 54.000000
-112.940000 50.010000 53.000000
-113.210000 50.010000 50.000000
-113.480000 50.010000 46.000000
-113.750000 50.010000 41.000000
-110.210000 50.180000 53.000000
-110.480000 50.180000 52.000000
-110.750000 50.180000 56.000000
-111.020000 50.180000 55.000000
-111.300000 50.180000 57.000000
-111.570000 50.180000 59.000000
-111.840000 50.180000 59.000000
-112.120000 50.180000 57.000000
-112.390000 50.180000 56.000000
-112.660000 50.180000 57.000000
-112.940000 50.180000 51.000000
-113.210000 50.180000 46.000000
-113.480000 50.180000 45.000000
-113.750000 50.180000 49.000000
-110.210000 50.360000 53.000000
-110.480000 50.360000 58.000000
-110.760000 50.360000 58.000000
-111.030000 50.360000 51.000000
-111.310000 50.360000 55.000000
-111.580000 50.360000 58.000000
-111.860000 50.360000 57.000000
-112.130000 50.360000 54.000000
-112.410000 50.360000 56.000000
-112.680000 50.360000 54.000000
-112.960000 50.360000 50.000000
-113.230000 50.360000 48.000000
-113.500000 50.360000 47.000000
-113.780000 50.360000 47.000000
-110.210000 50.530000 55.000000
-110.480000 50.530000 61.000000
-110.760000 50.530000 61.000000
-111.030000 50.530000 61.000000
-111.310000 50.530000 57.000000
-111.580000 50.530000 55.000000
-111.860000 50.530000 55.000000
-112.130000 50.530000 55.000000
-112.410000 50.530000 55.000000
-112.890000 49.480000 45.000000
-112.680000 50.530000 55.000000
-112.960000 50.530000 50.000000
-113.230000 50.530000 49.000000
-113.500000 50.530000 49.000000
-113.780000 50.530000 49.000000
-110.210000 50.700000 59.000000
-110.490000 50.700000 57.000000
-110.760000 50.710000 54.000000
-111.040000 50.700000 58.000000
-111.320000 50.700000 57.000000
-111.590000 50.700000 55.000000
-111.870000 50.700000 55.000000
-112.150000 50.700000 55.000000
-112.420000 50.700000 52.000000
-112.700000 50.700000 50.000000
-112.980000 50.710000 48.000000
-113.260000 50.710000 45.000000
-113.530000 50.710000 49.000000
-113.810000 50.700000 55.000000
-110.210000 50.880000 59.000000
-110.490000 50.880000 57.000000
-110.760000 50.880000 53.000000
-111.040000 50.880000 53.000000
-111.320000 50.880000 56.000000
-111.590000 50.880000 56.000000
-111.870000 50.880000 54.000000
-112.150000 50.880000 52.000000
-112.420000 50.880000 47.000000
-112.700000 50.880000 45.000000
-112.980000 50.880000 48.000000
-113.260000 50.880000 48.000000
-113.530000 50.880000 48.000000
-113.810000 50.880000 53.000000
-110.210000 50.880000 53.000000
-110.490000 51.050000 50.000000
-110.770000 51.050000 51.000000
-111.050000 51.050000 50.000000
-111.330000 51.050000 51.000000
-111.610000 51.050000 51.000000
-111.880000 51.050000 50.000000
-112.160000 51.050000 50.000000
-112.440000 51.050000 46.000000
-112.720000 51.050000 49.000000
-113.000000 51.050000 49.000000
-113.280000 51.050000 50.000000
-113.560000 51.050000 49.000000
-113.840000 51.050000 50.000000
-114.070000 51.050000 52.000000
-110.210000 51.230000 55.000000
-110.490000 51.230000 55.000000
-110.770000 51.230000 53.000000
-111.050000 51.230000 51.000000
-111.330000 51.230000 50.000000
-111.610000 51.230000 51.000000
-111.880000 51.230000 50.000000
-112.160000 51.230000 51.000000
-112.440000 51.230000 50.000000
-112.720000 51.230000 50.000000
-113.000000 51.230000 49.000000
-113.280000 51.230000 51.000000
-113.560000 51.230000 50.000000
-113.840000 51.230000 50.000000
-114.210000 51.230000 45.000000
-110.210000 51.400000 57.000000
-110.490000 51.400000 52.000000
-110.770000 51.400000 50.000000
-111.060000 51.400000 51.000000
-111.340000 51.400000 50.000000
-111.620000 51.400000 50.000000
-111.900000 51.400000 50.000000
-112.180000 51.400000 49.000000
-112.460000 51.400000 53.000000
-112.740000 51.400000 54.000000
-113.020000 51.400000 52.000000
-113.310000 51.400000 53.000000
-113.590000 51.400000 60.000000
-113.870000 51.400000 53.000000
-114.210000 51.400000 51.000000
-110.210000 51.580000 50.000000
-110.490000 51.580000 52.000000
-110.770000 51.580000 50.000000
-111.060000 51.580000 52.000000
-111.340000 51.580000 52.000000
-111.620000 51.580000 51.000000
-111.900000 51.580000 51.000000
-112.180000 51.580000 50.000000
-112.460000 51.580000 53.000000
-112.740000 51.580000 54.000000
-113.020000 51.580000 52.000000
-113.310000 51.580000 53.000000
-113.590000 51.580000 57.000000
-113.870000 51.580000 55.000000
-114.210000 51.580000 51.000000
-110.210000 51.750000 52.000000
-110.500000 51.750000 50.000000
-110.780000 51.750000 52.000000
-111.060000 51.750000 50.000000
-111.350000 51.750000 49.000000
-111.630000 51.750000 47.000000
-111.910000 51.750000 50.000000
-112.480000 51.750000 50.000000
-112.760000 51.750000 53.000000
-113.050000 51.750000 52.000000
-113.330000 51.750000 52.000000
-113.610000 51.750000 53.000000
-113.900000 51.750000 55.000000
-114.210000 51.750000 52.000000
-110.210000 51.930000 50.000000
-110.500000 51.930000 50.000000
-110.780000 51.930000 48.000000
-111.060000 51.930000 48.000000
-111.350000 51.930000 50.000000
-111.630000 51.930000 47.000000
-111.910000 51.930000 45.000000
-112.200000 51.930000 51.000000
-112.480000 51.930000 53.000000
-112.760000 51.930000 51.000000
-113.050000 51.930000 52.000000
-113.330000 51.930000 52.000000
-113.610000 51.930000 55.000000
-113.900000 51.930000 53.000000
-114.210000 51.930000 50.000000
-114.490000 51.930000 53.000000
-114.780000 51.930000 55.000000
-110.220000 52.100000 50.000000
-110.500000 52.100000 50.000000
-110.790000 52.100000 46.000000
-111.070000 52.100000 50.000000
-111.360000 52.100000 50.000000
-111.640000 52.100000 50.000000
-111.930000 52.100000 49.000000
-112.220000 52.100000 51.000000
-112.500000 52.100000 51.000000
-112.790000 52.100000 53.000000
-113.070000 52.100000 54.000000
-113.360000 52.100000 52.000000
-113.640000 52.100000 54.000000
-113.930000 52.100000 52.000000
-114.210000 52.100000 49.000000
-114.500000 52.100000 48.000000
-114.780000 52.100000 53.000000
-115.070000 52.100000 53.000000
-110.220000 52.280000 52.000000
-110.500000 52.280000 54.000000
-110.790000 52.280000 50.000000
-111.070000 52.280000 52.000000
-111.360000 52.280000 50.000000
-111.640000 52.280000 54.000000
-111.930000 52.280000 53.000000
-112.220000 52.280000 51.000000
-112.500000 52.280000 53.000000
-112.790000 52.280000 54.000000
-113.070000 52.280000 59.000000
-113.360000 52.280000 53.000000
-113.640000 52.280000 55.000000
-113.930000 52.280000 55.000000
-114.210000 52.280000 49.000000
-114.500000 52.280000 58.000000
-114.780000 52.280000 53.000000
-115.070000 52.280000 53.000000
-110.220000 52.540000 55.000000
-110.650000 52.540000 57.000000
-111.080000 52.540000 50.000000
-111.510000 52.540000 50.000000
-111.940000 52.540000 53.000000
-112.380000 52.540000 57.000000
-112.810000 52.540000 58.000000
-113.240000 52.540000 57.000000
-113.670000 52.540000 57.000000
-114.210000 52.540000 53.000000
-114.650000 52.540000 54.000000
-115.080000 52.540000 59.000000
-115.510000 52.540000 56.000000
-110.220000 52.800000 59.000000
-110.650000 52.800000 64.000000
-111.090000 52.800000 62.000000
-111.520000 52.800000 60.000000
-111.960000 52.800000 53.000000
-112.390000 52.800000 52.000000
-112.830000 52.800000 55.000000
-113.270000 52.800000 57.000000
-113.700000 52.800000 59.000000
-114.210000 52.800000 59.000000
-114.650000 52.800000 59.000000
-115.090000 52.800000 66.000000
-115.520000 52.800000 63.000000
-115.960000 52.800000 55.000000
-110.220000 53.060000 59.000000
-110.660000 53.060000 57.000000
-111.100000 53.060000 59.000000
-111.540000 53.060000 57.000000
-111.970000 53.060000 59.000000
-112.410000 53.060000 56.000000
-112.850000 53.060000 60.000000
-113.290000 53.060000 59.000000
-113.730000 53.060000 65.000000
-114.220000 53.060000 64.000000
-114.660000 53.060000 62.000000
-115.090000 53.060000 53.000000
-115.530000 53.060000 61.000000
-115.970000 53.060000 58.000000
-110.220000 53.320000 51.000000
-110.660000 53.320000 57.000000
-111.100000 53.320000 57.000000
-111.540000 53.320000 59.000000
-111.970000 53.320000 59.000000
-112.410000 53.330000 59.000000
-112.850000 53.330000 59.000000
-113.290000 53.330000 59.000000
-113.730000 53.330000 68.000000
-114.220000 53.330000 63.000000
-114.660000 53.330000 59.000000
-115.090000 53.330000 56.000000
-115.530000 53.330000 59.000000
-115.970000 53.330000 59.000000
-116.410000 53.330000 59.000000
-116.850000 53.330000 61.000000
-110.220000 53.590000 56.000000
-110.670000 53.590000 59.000000
-111.110000 53.590000 56.000000
-111.550000 53.590000 59.000000
-111.990000 53.590000 59.000000
-112.430000 53.590000 61.000000
-112.870000 53.590000 55.000000
-113.320000 53.590000 57.000000
-113.760000 53.590000 61.000000
-114.220000 53.590000 57.000000
-114.660000 53.590000 56.000000
-115.100000 53.590000 61.000000
-115.540000 53.590000 61.000000
-115.990000 53.590000 60.000000
-116.430000 53.590000 59.000000
-110.220000 53.850000 54.000000
-110.670000 53.850000 64.000000
-111.110000 53.850000 54.000000
-111.560000 53.850000 64.000000
-112.010000 53.850000 65.000000
-112.450000 53.850000 65.000000
-112.900000 53.850000 59.000000
-113.340000 53.850000 63.000000
-113.790000 53.850000 61.000000
-114.220000 53.850000 57.000000
-114.670000 53.850000 59.000000
-115.110000 53.850000 62.000000
-115.560000 53.850000 58.000000
-116.000000 53.850000 57.000000
-116.450000 53.850000 59.000000
-116.900000 53.850000 59.000000
-110.230000 54.110000 56.000000
-110.680000 54.110000 56.000000
-111.130000 54.110000 58.000000
-111.570000 54.110000 60.000000
-112.020000 54.110000 60.000000
-112.470000 54.110000 67.000000
-112.920000 54.110000 61.000000
-113.370000 54.110000 61.000000
-113.820000 54.110000 61.000000
-114.220000 54.110000 59.000000
-114.670000 54.110000 59.000000
-115.120000 54.110000 59.000000
-115.570000 54.110000 59.000000
-116.020000 54.110000 59.000000
-116.470000 54.110000 59.000000
-116.920000 54.110000 61.000000
-110.230000 54.280000 65.000000
-110.680000 54.280000 65.000000
-111.130000 54.280000 71.000000
-111.570000 54.280000 61.000000
-112.020000 54.280000 62.000000
-112.470000 54.280000 66.000000
-112.920000 54.280000 64.000000
-113.370000 54.280000 60.000000
-113.820000 54.280000 63.000000
-110.230000 54.550000 61.000000
-111.590000 54.550000 69.000000
-112.500000 54.550000 68.000000
-112.950000 54.550000 62.000000
-113.400000 54.550000 60.000000
-113.860000 54.550000 61.000000
-110.230000 54.810000 63.000000
-110.690000 54.810000 79.000000
-111.150000 54.810000 70.000000
-111.600000 54.810000 81.000000
-112.060000 54.810000 83.000000
-112.520000 54.810000 65.000000
-112.980000 54.810000 67.000000
-113.430000 54.810000 65.000000
-113.890000 54.810000 59.000000
-111.150000 55.070000 76.000000
-111.600000 55.070000 80.000000
-112.060000 55.070000 80.000000
-112.520000 55.070000 76.000000
-112.980000 55.070000 76.000000
-113.430000 55.070000 68.000000
-113.890000 55.070000 68.000000
-111.160000 55.330000 84.000000
-111.620000 55.330000 77.000000
-112.080000 55.330000 75.000000
-112.540000 55.330000 86.000000
-113.920000 55.330000 69.000000
-111.170000 55.590000 87.000000
-111.630000 55.590000 71.000000
-112.100000 55.590000 80.000000
-112.560000 55.590000 82.000000
-113.000000 55.330000 75.000000
-113.460000 55.330000 69.000000
-113.490000 55.590000 69.000000
-113.960000 55.590000 64.000000
-110.710000 55.860000 86.000000
-111.180000 55.860000 86.000000
-113.520000 55.860000 79.000000
-114.220000 54.370000 61.000000
-114.670000 54.370000 61.000000
-115.120000 54.370000 59.000000
-115.570000 54.370000 60.000000
-116.020000 54.370000 55.000000
-116.470000 54.370000 61.000000
-116.920000 54.370000 61.000000
-117.370000 54.370000 60.000000
-117.820000 54.370000 56.000000
-114.220000 54.630000 60.000000
-114.680000 54.630000 59.000000
-115.130000 54.630000 56.000000
-116.040000 54.630000 60.000000
-116.490000 54.630000 59.000000
-116.950000 54.630000 61.000000
-117.400000 54.630000 60.000000
-117.850000 54.630000 58.000000
-114.230000 54.900000 68.000000
-114.680000 54.900000 67.000000
-115.140000 54.900000 52.000000
-115.600000 54.900000 61.000000
-116.060000 54.900000 59.000000
-116.510000 54.900000 58.000000
-116.970000 54.900000 63.000000
-117.430000 54.900000 61.000000
-117.890000 54.900000 60.000000
-114.230000 55.070000 72.000000
-114.690000 55.160000 74.000000
-115.610000 55.160000 56.000000
-116.070000 55.160000 61.000000
-116.540000 55.160000 57.000000
-117.000000 55.160000 59.000000
-117.460000 55.160000 58.000000
-117.920000 55.160000 58.000000
-114.230000 55.420000 67.000000
-116.070000 55.420000 60.000000
-116.540000 55.420000 68.000000
-117.000000 55.420000 63.000000
-117.460000 55.420000 59.000000
-114.230000 55.680000 68.000000
-114.700000 55.680000 72.000000
-117.020000 55.680000 60.000000
-117.490000 55.680000 66.000000
-118.220000 54.370000 67.000000
-118.670000 54.370000 59.000000
-119.120000 54.370000 55.000000
-119.570000 54.370000 56.000000
-119.870000 54.370000 63.000000
-118.220000 54.630000 52.000000
-118.680000 54.630000 57.000000
-119.130000 54.630000 60.000000
-119.580000 54.630000 59.000000
-119.880000 54.630000 60.000000
-118.220000 54.900000 63.000000
-118.680000 54.900000 59.000000
-119.140000 54.900000 65.000000
-119.600000 54.900000 64.000000
-119.900000 54.900000 68.000000
-118.230000 55.160000 59.000000
-118.690000 55.160000 66.000000
-119.150000 55.160000 61.000000
-119.610000 55.160000 65.000000
-119.760000 55.160000 66.000000
-118.230000 55.420000 57.000000
-118.690000 55.420000 59.000000
-119.150000 55.420000 62.000000
-119.610000 55.420000 61.000000
-118.220000 54.720000 67.000000
-118.670000 54.370000 59.000000
-119.120000 54.370000 55.000000
-119.570000 54.370000 56.000000
-119.870000 54.370000 63.000000
-119.760000 55.420000 62.000000
-118.230000 55.680000 59.000000
-118.690000 55.680000 59.000000
-119.160000 55.680000 62.000000
-119.620000 55.680000 64.000000
-119.780000 55.680000 67.000000
-122.980000 60.420000 84.000000
-124.120000 60.110000 74.000000
-124.060000 60.110000 71.000000
-124.100000 60.130000 77.000000
-124.070000 60.110000 84.000000
-124.260000 60.010000 85.000000
-125.300000 60.080000 51.000000
-125.020000 60.050000 67.000000
-122.980000 60.190000 110.000000
-128.480000 60.140000 101.000000
-123.000000 60.300000 89.000000
-124.430000 60.330000 104.000000
-123.970000 60.300000 74.000000
-123.030000 60.420000 71.000000
-123.590000 60.470000 97.000000
-123.910000 60.400000 75.000000
-123.870000 60.460000 68.000000
-123.900000 60.410000 83.000000
-123.950000 60.360000 87.000000
-123.880000 60.430000 68.000000
-123.820000 60.400000 65.000000
-123.020000 60.530000 79.000000
-124.130000 60.130000 77.000000
-123.290000 60.540000 99.000000
-123.680000 60.590000 86.000000
-123.800000 60.650000 122.000000
-124.580000 60.650000 69.000000
-124.520000 60.620000 105.000000
-122.740000 60.710000 84.000000
-122.770000 60.770000 90.000000
-122.610000 60.880000 74.000000
-123.120000 60.850000 96.000000
-123.560000 61.000000 63.000000
-123.050000 60.240000 95.000000
-122.580000 61.560000 99.000000
-122.600000 61.770000 122.000000
-122.700000 61.980000 114.000000
-123.030000 61.920000 75.000000
-123.890000 60.900000 91.000000
-123.050000 62.170000 93.000000
-123.170000 62.060000 83.000000
-124.140000 62.030000 73.000000
-121.950000 62.330000 90.000000
-122.400000 62.320000 91.000000
-122.480000 62.360000 100.000000
-122.270000 62.410000 131.000000
-123.880000 62.490000 78.000000
-124.470000 62.480000 81.000000
-122.900000 62.610000 98.000000
-124.200000 63.160000 55.000000
-124.200000 63.160000 61.000000
-124.200000 63.160000 59.000000
-124.940000 63.330000 40.000000
-123.060000 63.670000 53.000000
-124.470000 63.900000 65.000000
-124.660000 63.880000 72.000000
-122.470000 62.000000 92.000000
-122.920000 63.160000 53.000000
-124.880000 63.930000 67.000000
-125.420000 63.840000 49.000000
-122.920000 64.020000 44.000000
-124.470000 64.130000 80.000000
-125.070000 64.120000 62.000000
-125.580000 64.150000 40.000000
-125.320000 64.320000 59.000000
-122.750000 61.240000 93.000000
-137.530000 66.130000 52.000000
-125.030000 64.390000 79.000000
-125.450000 64.410000 75.000000
-125.940000 64.660000 69.000000
-123.910000 60.380000 87.000000
-124.130000 60.160000 79.000000
-124.200000 60.450000 73.000000
-123.810000 61.030000 79.000000
-117.530000 61.160000 110.000000
-117.480000 61.240000 123.000000
-117.660000 61.280000 115.000000
-117.380000 61.440000 108.000000
-117.600000 61.630000 133.000000
-116.890000 61.670000 122.000000
-117.820000 61.840000 139.000000
-116.890000 60.960000 100.000000
-122.240000 60.100000 109.000000
-122.740000 60.090000 98.000000
-122.180000 60.160000 116.000000
-122.230000 60.130000 95.000000
-122.380000 60.060000 83.000000
-122.290000 60.050000 95.000000
-122.630000 60.160000 113.000000
-122.610000 60.150000 118.000000
-122.470000 60.420000 99.000000
