Lon Lat HF
11.810200 -5.744300 47.800000
11.814500 -5.658500 47.800000
11.708700 -5.543300 47.800000
11.622500 -5.851600 47.900000
11.821100 -5.685000 47.900000
12.000200 -5.725800 48.100000
11.851700 -5.639000 48.100000
11.870900 -5.716500 48.100000
11.873200 -5.810500 48.200000
11.866600 -5.593600 48.300000
12.073700 -5.708200 48.400000
11.854300 -5.867300 48.400000
12.252000 -7.290200 48.600000
11.630100 -5.486700 48.800000
11.884900 -5.523800 48.800000
11.668000 -5.738400 48.800000
11.922000 -5.644100 48.900000
12.056700 -5.685800 49.300000
12.045200 -5.679500 49.400000
11.763400 -5.489500 49.700000
11.597000 -7.595000 50.100000
12.163300 -6.223900 50.500000
11.696200 -5.480400 50.500000
11.941600 -5.388400 50.600000
11.919400 -5.309100 50.600000
11.919600 -5.282000 50.800000
11.897100 -5.179300 51.300000
11.923200 -5.190400 51.400000
11.801800 -6.952000 51.400000
11.960600 -5.299800 51.400000
11.963500 -5.335500 51.500000
11.888500 -5.219500 51.500000
11.988900 -5.562300 51.700000
11.506400 -7.453300 51.900000
11.871100 -5.252800 51.900000
11.539900 -5.794500 52.200000
11.844300 -5.329600 52.400000
11.988200 -5.311200 52.700000
11.816000 -5.373900 52.800000
11.850600 -5.252900 52.800000
11.850600 -5.252900 52.800000
11.990700 -5.419000 52.900000
11.597000 -7.595000 53.000000
11.805600 -5.374200 53.200000
11.832500 -5.197000 53.300000
11.837800 -5.246500 53.500000
11.837800 -5.246500 53.600000
12.271300 -7.105500 53.800000
12.006500 -5.469800 53.800000
12.006500 -5.445200 53.900000
12.006500 -5.445200 53.900000
11.540700 -7.477900 54.000000
11.924600 -6.881900 54.000000
11.666800 -5.424100 54.300000
11.822800 -5.241400 54.300000
11.822800 -5.241400 54.300000
11.699500 -7.672800 54.600000
11.702400 -5.418600 54.700000
11.811000 -5.243400 54.700000
11.663300 -5.416400 54.800000
11.650600 -7.646700 55.000000
11.811000 -5.243400 55.100000
12.201500 -7.428300 55.100000
11.805300 -5.225200 55.300000
11.716100 -7.649500 55.400000
11.716100 -7.649500 55.400000
11.665200 -5.408500 55.500000
12.157400 -5.625700 55.500000
12.283400 -5.686000 55.800000
11.793600 -5.305800 55.800000
11.715500 -7.650100 55.900000
11.573200 -7.564000 56.000000
11.827800 -7.547700 56.000000
11.749400 -7.659800 56.000000
12.051700 -5.519600 56.000000
11.719500 -7.693500 56.100000
11.942500 -6.827200 56.200000
12.469300 -7.527100 56.400000
11.786100 -5.218200 56.400000
12.260400 -5.661400 56.500000
12.234500 -6.299600 56.900000
11.757400 -5.346200 56.900000
11.623100 -6.736500 57.000000
11.638900 -7.489100 57.000000
11.847300 -7.543900 57.400000
12.340800 -7.157600 57.500000
12.514300 -6.797200 57.600000
12.054000 -5.416100 57.900000
11.814000 -7.715500 58.000000
12.412200 -7.302500 58.300000
12.284200 -7.054000 58.400000
12.392500 -7.236800 58.400000
12.176000 -6.408400 58.500000
11.665500 -5.367800 58.600000
11.665500 -5.367800 58.700000
11.665500 -5.367800 58.700000
11.665500 -5.367800 58.700000
11.744700 -5.314500 58.800000
12.237600 -6.348400 59.200000
12.066000 -5.347500 59.200000
12.070300 -5.422000 59.400000
12.389000 -7.205400 59.600000
11.626000 -5.347600 59.600000
11.626000 -5.347600 59.600000
11.264200 -6.782500 59.900000
10.744800 -5.939300 42.800000
12.169800 -5.579400 60.100000
12.348000 -7.128300 60.200000
11.783800 -7.674500 60.300000
12.180400 -5.579400 60.600000
12.219100 -6.403200 60.700000
12.335700 -7.101300 60.800000
12.386300 -7.174600 61.100000
12.389800 -5.669100 61.400000
12.329300 -7.073800 62.100000
12.441600 -7.266200 62.100000
12.383000 -6.367200 62.300000
12.366500 -7.119500 62.800000
12.531000 -6.894000 63.000000
12.244300 -6.838200 63.500000
12.366300 -7.101100 64.100000
12.436300 -5.632900 64.100000
12.346200 -7.069600 64.200000
12.115100 -5.142700 64.200000
12.171000 -6.551300 64.200000
12.386800 -7.126800 64.300000
12.417600 -7.164400 64.700000
12.417600 -7.164400 64.700000
12.464900 -7.255500 64.700000
12.300700 -6.970200 65.000000
12.324900 -7.011400 65.600000
11.782400 -5.200500 65.700000
12.698200 -7.643700 65.800000
12.279900 -6.605100 66.000000
12.287500 -6.638400 66.100000
12.390000 -6.750400 66.200000
12.227700 -5.533500 66.600000
12.293400 -6.883800 66.800000
12.415800 -7.124200 67.000000
12.366700 -5.225000 67.100000
12.324800 -6.735400 67.100000
12.331200 -6.993400 67.100000
12.291800 -5.550700 67.300000
12.313100 -6.938300 67.400000
12.387000 -7.074200 67.800000
12.169400 -5.160300 68.300000
12.422200 -6.826500 68.800000
11.596300 -5.320400 68.900000
12.340000 -6.965500 69.100000
12.432700 -6.841700 69.100000
12.455700 -7.135300 69.200000
11.713900 -5.229600 69.300000
12.329200 -6.875000 69.500000
12.166500 -5.280200 69.700000
12.506500 -6.960700 69.800000
12.340000 -6.929300 69.900000
12.411200 -7.067300 70.100000
12.411200 -7.067300 70.100000
12.464600 -7.124200 70.200000
12.375700 -7.011100 70.300000
12.529000 -7.220900 70.600000
12.330100 -5.514600 70.600000
12.407000 -7.049500 70.700000
12.353000 -6.868700 70.700000
12.408700 -6.856100 70.800000
12.355800 -6.908800 71.100000
12.391100 -6.861100 71.300000
12.373000 -6.974600 71.300000
12.363800 -6.896400 71.500000
12.365600 -6.938600 71.500000
12.428000 -7.052400 71.700000
12.475900 -7.087100 71.900000
12.376100 -6.956000 71.900000
12.435700 -6.905500 72.000000
12.463600 -6.945400 72.200000
12.411000 -6.901400 72.400000
12.238700 -5.444600 72.800000
12.402200 -6.975000 72.800000
12.420800 -6.943500 72.900000
12.412500 -6.927400 73.000000
12.455700 -7.025600 73.100000
12.420800 -6.943500 73.200000
12.425000 -5.296700 73.600000
12.579300 -7.310500 73.700000
12.584600 -7.341900 74.200000
12.366700 -5.225000 74.300000
12.409500 -5.344900 74.700000
12.255000 -5.327100 75.600000
12.364800 -5.388100 75.800000
12.270800 -5.378800 76.000000
10.100000 -6.386700 36.700000
10.100000 -6.341700 36.800000
10.145000 -6.386700 38.000000
10.145000 -6.341700 38.800000
10.191700 -6.296700 50.100000
10.238300 -6.341700 50.600000
10.238300 -6.295000 49.400000
10.238300 -6.250000 58.100000
10.285000 -6.706700 51.800000
10.285000 -6.250000 52.200000
10.285000 -6.205000 48.500000
10.331700 -6.706700 44.400000
10.330000 -6.205000 49.400000
10.378300 -6.706700 38.000000
10.376700 -6.341700 57.000000
10.376700 -6.295000 64.900000
10.376700 -6.203300 29.900000
10.376700 -6.158300 57.800000
10.423300 -6.295000 64.100000
10.423300 -6.250000 45.600000
10.423300 -6.203300 51.700000
10.423300 -6.158300 64.900000
10.423300 -6.113300 35.200000
10.470000 -6.295000 34.300000
10.470000 -6.250000 62.300000
10.470000 -6.158300 47.000000
10.470000 -6.113300 51.900000
10.516700 -6.705000 48.200000
10.516700 -6.660000 40.600000
10.516700 -6.203300 34.000000
10.515000 -6.158300 51.200000
10.515000 -6.113300 52.200000
10.515000 -6.066700 67.400000
10.563300 -6.705000 48.500000
10.563300 -6.660000 42.800000
10.561700 -6.203300 46.600000
10.561700 -6.158300 85.300000
10.561700 -6.111700 48.300000
10.561700 -6.066700 60.300000
10.561700 -6.021700 42.800000
10.610000 -6.705000 52.100000
10.610000 -6.660000 51.800000
10.610000 -6.613300 43.000000
10.608300 -6.248300 48.300000
10.608300 -6.203300 55.900000
10.608300 -6.158300 53.600000
10.608300 -6.111700 42.700000
10.608300 -6.066700 36.000000
10.608300 -6.021700 41.700000
10.655000 -6.248300 46.600000
10.655000 -6.203300 34.100000
10.655000 -6.158300 35.400000
10.655000 -6.111700 45.000000
10.655000 -6.066700 42.800000
10.655000 -6.021700 46.800000
10.653300 -5.975000 41.900000
10.701700 -6.203300 42.000000
10.701700 -6.158300 40.700000
10.700000 -6.111700 43.100000
10.700000 -6.066700 41.700000
10.700000 -6.020000 41.400000
10.700000 -5.975000 39.100000
10.700000 -5.930000 42.900000
10.746700 -6.203300 39.200000
10.746700 -6.156700 39.900000
10.746700 -6.111700 37.900000
10.746700 -6.020000 39.000000
10.746700 -5.975000 41.300000
10.746700 -5.930000 43.600000
10.793300 -6.203300 36.600000
10.793300 -6.156700 37.600000
10.793300 -6.111700 37.800000
10.793300 -6.020000 37.600000
10.793300 -5.975000 39.900000
10.793300 -5.930000 42.600000
10.793300 -5.883300 43.600000
10.840000 -6.156700 36.700000
10.840000 -6.111700 38.000000
10.840000 -6.066700 61.300000
10.840000 -6.020000 51.500000
10.840000 -5.975000 39.500000
10.838300 -5.928300 41.600000
10.838300 -5.883300 42.900000
10.838300 -5.838300 43.400000
10.886700 -6.156700 33.900000
10.886700 -6.111700 36.000000
10.886700 -6.065000 38.300000
10.885000 -6.020000 37.400000
10.885000 -5.975000 41.100000
10.885000 -5.928300 43.300000
10.885000 -5.883300 42.600000
10.885000 -5.838300 41.700000
10.931700 -6.065000 38.100000
10.931700 -6.020000 40.100000
10.931700 -5.975000 44.900000
10.931700 -5.928300 45.800000
10.931700 -5.883300 43.200000
10.931700 -5.838300 48.300000
10.931700 -5.791700 47.200000
10.978300 -6.020000 45.400000
10.978300 -5.975000 45.400000
10.978300 -5.928300 44.000000
10.978300 -5.883300 41.400000
10.978300 -5.836700 55.900000
10.976700 -5.791700 49.100000
10.976700 -5.746700 45.600000
11.025000 -6.020000 45.600000
11.025000 -5.973300 45.200000
11.025000 -5.928300 44.100000
11.023300 -5.883300 48.600000
11.023300 -5.836700 51.300000
11.023300 -5.791700 44.900000
11.023300 -5.746700 44.000000
11.023300 -5.700000 42.800000
11.071700 -6.065000 44.400000
11.070000 -6.020000 44.600000
11.070000 -5.973300 44.300000
11.070000 -5.928300 43.000000
11.070000 -5.883300 52.400000
11.070000 -5.836700 59.700000
11.070000 -5.791700 42.100000
11.070000 -5.746700 45.800000
11.070000 -5.700000 42.900000
11.116700 -6.065000 48.200000
11.116700 -6.020000 44.200000
11.116700 -5.973300 42.500000
11.116700 -5.928300 46.900000
11.116700 -5.883300 55.800000
11.116700 -5.836700 38.100000
11.116700 -5.791700 40.200000
11.116700 -5.745000 44.000000
11.116700 -5.700000 42.800000
11.163300 -6.065000 48.200000
11.163300 -6.018300 42.300000
11.163300 -5.973300 40.600000
11.163300 -5.928300 40.900000
11.163300 -5.836700 37.700000
11.161700 -5.791700 39.700000
11.161700 -5.745000 40.600000
11.161700 -5.700000 39.400000
11.210000 -6.018300 39.300000
11.210000 -5.973300 40.900000
11.210000 -5.928300 40.000000
11.208300 -5.836700 41.200000
11.208300 -5.791700 37.500000
11.208300 -5.745000 39.800000
11.208300 -5.700000 39.600000
11.256700 -6.018300 34.800000
11.255000 -5.973300 37.100000
11.255000 -5.928300 39.200000
11.255000 -5.836700 39.300000
11.255000 -5.790000 35.000000
11.255000 -5.745000 36.400000
11.255000 -5.700000 36.900000
11.301700 -5.836700 35.100000
11.301700 -5.790000 27.200000
11.440000 -5.926700 56.200000
11.440000 -5.881700 46.900000
11.486700 -5.926700 61.900000
11.486700 -5.881700 43.600000
11.883300 -11.233300 49.400000
9.988300 -13.566700 54.800000
12.133300 -14.416700 25.500000
9.533300 -16.366700 46.500000
10.450000 -8.683300 47.700000
11.833300 -8.700000 87.900000
11.766700 -8.700000 49.000000
11.766700 -8.700000 49.800000
11.766700 -8.700000 47.700000
11.833300 -8.633300 43.500000
11.833300 -8.633300 45.200000
11.833300 -8.633300 46.500000
11.916700 -8.700000 108.000000
11.916700 -8.700000 100.000000
11.816700 -8.850000 47.300000
11.833300 -8.783300 155.000000
11.833300 -8.783300 124.000000
10.733300 -11.083300 53.200000
10.750000 -11.066700 54.000000
10.750000 -11.066700 50.200000
11.441700 -10.078300 45.600000
10.006700 -7.425000 45.600000
11.886700 -11.255000 49.400000
9.928300 -13.575000 54.800000
-61.500000 19.416700 43.100000
-60.466700 19.480000 63.600000
-62.045700 18.035600 24.400000
-62.024400 18.061200 63.700000
-62.011100 18.082300 22.500000
-61.914100 18.209300 32.000000
-61.903800 18.220400 29.600000
-61.889900 18.239100 36.000000
-61.876600 18.256800 40.300000
-61.702500 18.478100 34.500000
-61.494200 18.736200 34.000000
-61.576000 18.836000 29.100000
-61.518600 18.866000 35.000000
-61.090000 19.222400 40.900000
-60.862500 19.284600 55.200000
126.202000 -10.828300 68.000000
125.447000 -11.238300 43.000000
125.937000 -10.746700 51.000000
124.987000 -11.675000 64.000000
124.547000 -11.426700 40.000000
128.123000 -9.733300 74.000000
124.547000 -11.426700 39.900000
125.447000 -11.238300 41.600000
125.937000 -10.746700 71.400000
128.123000 -9.733300 73.800000
-68.750000 -33.250000 63.000000
-66.683300 -22.196700 94.000000
-64.283300 -22.766700 27.000000
-52.750000 -37.920000 50.000000
-67.500000 -25.331700 135.000000
-66.970000 -25.920000 190.000000
-66.450000 -24.270000 121.000000
-66.548300 -24.370000 100.000000
-68.466700 -27.700000 81.000000
-68.331700 -28.031700 78.000000
-68.370000 -27.331700 100.000000
-68.081700 -26.920000 105.000000
-68.766700 -27.916700 77.000000
-70.500000 -35.270000 102.000000
-71.166700 -39.920000 60.000000
-69.720000 -29.230000 194.000000
-70.331700 -35.270000 88.000000
-69.830000 -29.420000 194.000000
-69.750000 -29.580000 178.000000
-69.770000 -29.220000 154.000000
-70.750000 -36.500000 30.000000
-69.320000 -28.700000 72.000000
-69.720000 -29.270000 178.000000
-69.870000 -35.170000 85.000000
-69.970000 -35.170000 85.000000
-69.670000 -29.320000 76.000000
-70.270000 -35.920000 132.000000
-69.930000 -32.680000 70.000000
-68.298300 -24.780000 140.000000
-70.048300 -34.750000 104.000000
-71.081700 -37.520000 95.000000
-70.170000 -31.081700 166.000000
-69.798300 -29.670000 170.000000
-70.481700 -36.648300 190.000000
-62.616700 -39.648300 77.000000
-62.700000 -39.500000 69.000000
-62.298300 -38.320000 55.000000
-63.250000 -38.681700 77.000000
-69.000000 -37.000000 74.000000
46.166700 39.166700 86.000000
44.500000 41.083300 59.000000
44.916700 40.750000 81.000000
43.750000 40.666700 84.000000
44.333300 40.666700 87.000000
44.500000 40.333300 65.000000
44.083300 40.250000 53.000000
43.750000 40.166700 50.000000
43.833300 40.166700 50.000000
44.500000 40.083300 32.000000
46.083300 39.500000 71.000000
44.750000 39.983300 53.000000
44.833300 39.966700 54.000000
45.666700 39.833300 97.000000
46.500000 39.500000 62.000000
46.416700 39.250000 73.000000
43.750000 40.166700 49.000000
45.566700 40.000000 92.000000
44.266700 41.116700 52.000000
43.816700 41.066700 38.000000
43.900000 41.016700 40.000000
44.650000 40.916700 68.000000
44.500000 40.833300 155.000000
43.883300 40.650000 95.000000
45.033300 40.616700 84.000000
44.900000 40.533300 82.000000
44.883300 40.516700 86.000000
43.666700 40.483300 76.000000
44.800000 40.466700 130.000000
43.950000 40.383300 40.000000
43.666700 40.316700 52.000000
45.133300 40.283300 156.000000
45.150000 40.266700 95.000000
44.566700 40.233300 60.000000
44.650000 40.200000 72.000000
43.916700 40.183300 55.000000
44.266700 40.183300 32.000000
45.483300 40.183300 92.000000
43.916700 40.166700 48.000000
44.766700 40.166700 84.000000
43.933300 40.083300 84.000000
44.733300 39.916700 48.000000
45.333300 39.750000 49.000000
46.416700 39.550000 52.000000
46.416700 39.250000 76.000000
44.666700 41.083300 59.000000
45.850000 39.666700 87.000000
44.750000 40.150000 84.000000
43.766700 41.083300 38.000000
45.133300 40.833300 70.000000
45.500000 40.150000 84.000000
45.550000 40.000000 94.000000
-69.766700 14.166700 64.500000
145.833000 -31.533300 91.000000
146.750000 -42.033300 80.000000
147.000000 -42.000000 159.000000
141.467000 -31.950000 81.000000
134.217000 -19.566700 96.000000
115.330000 -20.918300 53.000000
116.165000 -19.578300 59.000000
142.953000 -38.703300 69.000000
116.352000 -19.528300 61.000000
124.527000 -12.698300 59.000000
139.235000 -37.503300 49.000000
