Lon,Lat,HF [mW/m2],HF_min [mW/m2],HF_max [mW/m2],HF_max_abs [mW/m2]
-173.628,-81.0,72.055,53.816,76.616,22.8
-170.442,-81.0,67.295,56.381,68.161,11.78
-167.257,-81.0,64.75,64.63,65.994,1.364
-164.071,-81.0,66.899,64.092,72.018,7.926
-160.885,-81.0,64.523,58.36,68.289,9.929
-157.69899999999998,-81.0,66.964,64.27,76.187,11.917
-154.513,-81.0,59.336000000000006,52.806999999999995,66.34899999999999,13.542
-151.327,-81.0,59.018,56.838,63.141000000000005,6.303
-148.142,-81.0,63.068000000000005,60.658,63.888999999999996,3.2310000000000003
-144.95600000000002,-81.0,63.751999999999995,57.549,65.21300000000001,7.664
-141.77,-81.0,62.446000000000005,57.76,62.446000000000005,4.686
-138.584,-81.0,59.928000000000004,58.456,62.254,3.798
-135.398,-81.0,66.604,63.646,78.627,14.981
-132.21200000000002,-81.0,70.258,67.053,87.022,19.969
-129.02700000000002,-81.0,60.645,56.978,76.182,19.204
-125.84100000000001,-81.0,63.769,59.668,79.858,20.19
-122.655,-81.0,69.611,69.611,76.72,7.109
-119.469,-81.0,120.616,96.095,128.458,32.363
-116.28299999999999,-81.0,93.1,85.86200000000001,118.946,33.084
-113.09700000000001,-81.0,66.388,66.388,75.194,8.806000000000001
-109.912,-81.0,59.208,57.078,70.468,13.39
-106.726,-81.0,50.422,50.422,71.928,21.506
-103.54,-81.0,69.594,62.022,73.09899999999999,11.077
-100.354,-81.0,66.642,57.784,69.937,12.152999999999999
-97.16799999999999,-81.0,61.601000000000006,58.528999999999996,63.369,4.84
-93.98200000000001,-81.0,62.665,58.415,62.665,4.25
-90.796,-81.0,67.775,58.812,67.775,8.963
-87.611,-81.0,63.178000000000004,59.924,64.615,4.691
-84.425,-81.0,66.98100000000001,58.86,67.392,8.532
-81.23899999999999,-81.0,72.755,64.433,72.755,8.322000000000001
-78.053,-81.0,62.325,57.08,62.325,5.245
-74.867,-81.0,60.29,52.76,60.29,7.53
-71.681,-81.0,59.256,54.34,59.256,4.916
-68.49600000000001,-81.0,53.415,46.409,59.478,13.069
-65.31,-81.0,51.073,48.549,60.787,12.238
-62.123999999999995,-81.0,50.196999999999996,48.897,61.876000000000005,12.979000000000001
-58.938,-81.0,48.48,48.48,60.833999999999996,12.354000000000001
-55.751999999999995,-81.0,60.01,57.967,82.63799999999999,24.671
-52.566,-81.0,62.83,57.815,81.149,23.334
-49.381,-81.0,65.41199999999999,63.297,86.59100000000001,23.294
-46.195,-81.0,70.145,63.408,88.40700000000001,24.999000000000002
-43.00899999999999,-81.0,55.629,55.629,61.316,5.687
-39.823,-81.0,57.86,55.968999999999994,62.145,6.176
-36.637,-81.0,61.625,56.791000000000004,85.46799999999999,28.677
-33.451,-81.0,59.665,59.665,63.869,4.204
-30.265,-81.0,61.467,56.446000000000005,61.467,5.021
-27.08,-81.0,57.668,55.678999999999995,76.906,21.226999999999997
-23.894000000000002,-81.0,59.247,55.458,77.19800000000001,21.74
-20.708000000000002,-81.0,51.435,50.261,56.6,6.3389999999999995
-17.522000000000002,-81.0,51.67,48.034,55.418,7.3839999999999995
-14.335999999999999,-81.0,55.768,49.72,56.25,6.53
-11.15,-81.0,58.828,47.335,58.828,11.493
-7.965,-81.0,55.06399999999999,47.708,55.618,7.91
-4.779,-81.0,55.59,49.254,55.59,6.336
-1.5930000000000002,-81.0,58.341,51.388000000000005,58.341,6.952999999999999
1.5930000000000002,-81.0,56.218999999999994,49.488,56.218999999999994,6.731
4.779,-81.0,56.93600000000001,47.698,56.93600000000001,9.238
7.965,-81.0,55.758,48.973,55.758,6.785
11.15,-81.0,54.597,49.299,54.597,5.297999999999999
14.335999999999999,-81.0,52.839,46.648,52.839,6.191
17.522000000000002,-81.0,52.675,43.299,52.675,9.376
20.708000000000002,-81.0,51.986999999999995,41.891000000000005,51.986999999999995,10.096
23.894000000000002,-81.0,52.562,41.7,52.562,10.862
27.08,-81.0,48.727,44.07899999999999,48.952,4.873
30.265,-81.0,48.588,44.021,48.588,4.567
33.451,-81.0,44.766000000000005,36.779,51.136,14.357000000000001
36.637,-81.0,44.426,42.33,54.245,11.915
39.823,-81.0,46.931000000000004,45.236999999999995,55.726000000000006,10.489
43.00899999999999,-81.0,48.68899999999999,44.327,49.595,5.268
46.195,-81.0,50.818999999999996,43.387,54.125,10.738
49.381,-81.0,48.158,38.785,49.521,10.735999999999999
52.566,-81.0,47.775,37.934,51.494,13.56
55.751999999999995,-81.0,50.723,40.163000000000004,51.37,11.207
58.938,-81.0,49.743,38.403,53.075,14.672
62.123999999999995,-81.0,53.485,40.804,54.419,13.615
65.31,-81.0,55.091,39.882,55.091,15.209000000000001
68.49600000000001,-81.0,59.799,46.538000000000004,59.799,13.261
71.681,-81.0,59.606,51.101000000000006,60.717,9.616
74.867,-81.0,54.782,47.4,58.156000000000006,10.755999999999998
78.053,-81.0,53.497,50.11600000000001,58.575,8.459
81.23899999999999,-81.0,54.545,49.731,60.486000000000004,10.755
84.425,-81.0,57.266000000000005,50.88,60.865,9.985
87.611,-81.0,57.371,51.266999999999996,61.56,10.293
90.796,-81.0,59.595,53.798,59.595,5.797000000000001
93.98200000000001,-81.0,52.5,47.281000000000006,58.25,10.969000000000001
97.16799999999999,-81.0,48.768,44.226000000000006,53.427,9.201
100.354,-81.0,57.668,48.95399999999999,60.721000000000004,11.767000000000001
103.54,-81.0,52.739,44.8,61.908,17.108
106.726,-81.0,53.713,50.672,59.919,9.247
109.912,-81.0,55.611999999999995,54.717,64.811,10.094
113.09700000000001,-81.0,63.961000000000006,54.908,66.461,11.552999999999999
116.28299999999999,-81.0,56.793,54.692,67.419,12.727
119.469,-81.0,58.542,58.371,65.465,7.093999999999999
122.655,-81.0,62.201,59.6,68.253,8.652999999999999
125.84100000000001,-81.0,62.407,60.367,67.013,6.646
129.02700000000002,-81.0,62.185,55.93600000000001,67.832,11.895999999999999
132.21200000000002,-81.0,67.093,55.848,74.62,18.772000000000002
135.398,-81.0,58.07899999999999,56.11,67.19,11.08
138.584,-81.0,58.881,55.0,61.585,6.585
141.77,-81.0,59.805,56.498000000000005,64.494,7.996
144.95600000000002,-81.0,61.357,59.978,63.827,3.8489999999999998
148.142,-81.0,61.656000000000006,58.25,64.813,6.563
151.327,-81.0,66.28699999999999,60.083,66.28699999999999,6.204
154.513,-81.0,68.205,59.586999999999996,71.46,11.873
157.69899999999998,-81.0,56.619,56.619,64.87,8.251
160.885,-81.0,75.486,68.078,75.486,7.4079999999999995
164.071,-81.0,77.678,63.446000000000005,78.97,15.524000000000001
167.257,-81.0,74.946,64.055,80.827,16.772000000000002
170.442,-81.0,64.792,58.261,78.684,20.423
173.628,-81.0,70.508,62.628,80.556,17.928
176.81400000000002,-81.0,78.038,59.998000000000005,82.08200000000001,22.084
180.0,-81.0,73.678,57.915,84.49799999999999,26.583000000000002
-180.0,-80.5,70.97800000000001,60.611000000000004,78.683,18.072
-176.975,-80.5,72.854,61.161,75.842,14.681
-173.95,-80.5,70.562,58.449,76.726,18.277
-170.924,-80.5,66.538,57.02,66.538,9.517999999999999
-167.899,-80.5,61.968999999999994,58.589,64.751,6.162000000000001
-164.87400000000002,-80.5,58.668,52.953,72.053,19.1
-161.849,-80.5,59.352,52.144,70.711,18.567
-158.82399999999998,-80.5,61.43600000000001,58.12,74.44800000000001,16.328
-155.798,-80.5,61.476000000000006,53.192,65.85600000000001,12.664000000000001
-152.773,-80.5,58.841,56.367,58.841,2.474
-149.748,-80.5,59.703,58.45399999999999,64.081,5.627000000000001
-146.72299999999998,-80.5,55.794,54.271,59.178000000000004,4.907
-143.697,-80.5,64.697,58.395,65.943,7.547999999999999
-140.672,-80.5,57.913999999999994,55.68,62.615,6.935
-137.64700000000002,-80.5,65.88,63.553999999999995,78.59,15.036
-134.622,-80.5,69.944,60.746,100.55799999999999,39.812
-131.597,-80.5,63.83,56.763000000000005,94.493,37.73
-128.571,-80.5,56.5,56.5,72.792,16.292
-125.546,-80.5,60.08,60.08,65.956,5.876
-122.521,-80.5,68.342,63.422,70.359,6.937
-119.49600000000001,-80.5,85.44200000000001,76.456,85.44200000000001,8.986
-116.471,-80.5,142.291,120.137,142.291,22.154
-113.445,-80.5,130.767,104.82700000000001,131.765,26.938000000000002
-110.42,-80.5,85.09700000000001,81.263,85.09700000000001,3.8339999999999996
-107.395,-80.5,87.03200000000001,69.48100000000001,101.43,31.949
-104.37,-80.5,56.883,55.568000000000005,60.541000000000004,4.973
-101.345,-80.5,65.253,60.821000000000005,71.572,10.751
-98.319,-80.5,58.396,52.856,59.93,7.074
-95.294,-80.5,65.808,56.295,66.727,10.432
-92.26899999999999,-80.5,65.366,56.915,65.366,8.451
-89.244,-80.5,67.23,59.221000000000004,67.955,8.734
-86.21799999999999,-80.5,65.404,56.601000000000006,67.954,11.353
-83.193,-80.5,67.491,54.325,67.491,13.165999999999999
-80.168,-80.5,70.243,64.111,70.882,6.771
-77.143,-80.5,59.696000000000005,54.882,63.675,8.793
-74.118,-80.5,59.879,51.832,59.879,8.047
-71.092,-80.5,52.736999999999995,48.738,59.203,10.465
-68.067,-80.5,50.655,44.273999999999994,62.202,17.928
-65.042,-80.5,60.32,60.021,64.851,4.83
-62.016999999999996,-80.5,63.225,63.225,66.546,3.321
-58.992,-80.5,57.467,53.291000000000004,65.42,12.129000000000001
-55.966,-80.5,48.044,45.915,63.77,17.855
-52.941,-80.5,53.353,53.353,67.018,13.665
-49.916000000000004,-80.5,59.22,59.22,67.585,8.365
-46.891000000000005,-80.5,60.559,60.122,65.425,5.303
-43.86600000000001,-80.5,54.496,54.496,64.277,9.781
-40.84,-80.5,65.53699999999999,55.045,85.221,30.176
-37.815,-80.5,54.403999999999996,54.098,59.941,5.843
-34.79,-80.5,53.963,53.963,59.533,5.57
-31.765,-80.5,56.586999999999996,56.586999999999996,58.847,2.26
-28.739,-80.5,53.246,52.423,59.36600000000001,6.943
-25.714000000000002,-80.5,50.769,50.769,54.793,4.024
-22.689,-80.5,47.423,47.423,54.388000000000005,6.965
-19.664,-80.5,52.412,50.7,54.878,4.178
-16.639,-80.5,53.731,48.36600000000001,57.813,9.447000000000001
-13.613,-80.5,54.406000000000006,48.615,56.261,7.646
-10.588,-80.5,53.023999999999994,47.589,53.023999999999994,5.435
-7.563,-80.5,57.15,49.133,57.15,8.017000000000001
-4.538,-80.5,54.684,46.968,54.684,7.716
-1.5130000000000001,-80.5,55.115,47.17,55.115,7.945
1.5130000000000001,-80.5,54.903999999999996,49.398,54.903999999999996,5.506
4.538,-80.5,53.06399999999999,48.413000000000004,53.06399999999999,4.651
7.563,-80.5,55.865,49.885,55.865,5.98
10.588,-80.5,54.881,49.413000000000004,54.881,5.468
13.613,-80.5,55.004,49.437,55.004,5.567
16.639,-80.5,56.519,49.63399999999999,56.519,6.885
19.664,-80.5,53.07899999999999,44.915,53.07899999999999,8.164
22.689,-80.5,52.008,40.963,52.008,11.045
25.714000000000002,-80.5,50.183,41.403,50.183,8.78
28.739,-80.5,45.488,42.407,46.083999999999996,3.677
31.765,-80.5,46.346000000000004,41.287,47.5,6.212999999999999
34.79,-80.5,43.687,37.168,52.678999999999995,15.511
37.815,-80.5,46.06399999999999,42.121,56.278999999999996,14.158
40.84,-80.5,46.565,44.68899999999999,53.907,9.218
43.86600000000001,-80.5,48.643,43.81100000000001,49.331,5.52
46.891000000000005,-80.5,46.266000000000005,40.356,49.979,9.623
49.916000000000004,-80.5,47.788000000000004,35.782,48.843,13.061
52.941,-80.5,46.458999999999996,35.887,51.181999999999995,15.295
55.966,-80.5,47.015,38.345,49.262,10.917
58.992,-80.5,47.725,40.755,54.89,14.135
62.016999999999996,-80.5,49.50899999999999,38.718,52.336000000000006,13.618
65.042,-80.5,53.318000000000005,43.131,57.592,14.460999999999999
68.067,-80.5,55.593,46.24100000000001,55.593,9.352
71.092,-80.5,60.666000000000004,50.648999999999994,60.851000000000006,10.202
74.118,-80.5,57.117,50.073,57.457,7.3839999999999995
77.143,-80.5,53.193000000000005,48.086000000000006,57.94,9.854
80.168,-80.5,53.097,48.728,58.739,10.011000000000001
83.193,-80.5,55.358000000000004,51.285,61.053000000000004,9.767999999999999
86.21799999999999,-80.5,56.248000000000005,50.172,60.483000000000004,10.311
89.244,-80.5,59.178000000000004,52.218999999999994,59.178000000000004,6.959
92.26899999999999,-80.5,55.88,49.755,55.88,6.125
95.294,-80.5,51.61,50.023,52.766000000000005,2.7430000000000003
98.319,-80.5,63.951,49.684,63.951,14.267000000000001
101.345,-80.5,54.29600000000001,45.802,59.794,13.992
104.37,-80.5,52.6,46.317,57.151,10.834000000000001
107.395,-80.5,53.886,50.74100000000001,60.026,9.285
110.42,-80.5,55.715,53.309,60.455,7.146
113.445,-80.5,60.285,60.285,62.178999999999995,1.8940000000000001
116.471,-80.5,62.744,57.288000000000004,64.502,7.2139999999999995
119.49600000000001,-80.5,62.163000000000004,59.412,67.585,8.173
122.521,-80.5,58.708,57.56399999999999,67.167,9.603
125.546,-80.5,64.973,62.199,66.296,4.0969999999999995
128.571,-80.5,63.062,56.25899999999999,65.986,9.727
131.597,-80.5,65.37100000000001,56.174,66.389,10.215
134.622,-80.5,59.903,56.724,69.443,12.719000000000001
137.64700000000002,-80.5,56.341,55.576,62.075,6.499
140.672,-80.5,59.543,56.604,61.743,5.138999999999999
143.697,-80.5,59.981,56.376999999999995,63.486000000000004,7.109
146.72299999999998,-80.5,59.437,56.865,64.967,8.102
149.748,-80.5,57.232,55.425,59.861999999999995,4.437
152.773,-80.5,66.041,55.67100000000001,66.572,10.901
155.798,-80.5,62.47,60.748999999999995,68.094,7.345
158.82399999999998,-80.5,63.361999999999995,61.787,63.972,2.185
161.849,-80.5,83.475,64.454,83.475,19.021
164.87400000000002,-80.5,77.054,62.338,77.954,15.616
167.899,-80.5,75.085,63.242,78.695,15.453
170.924,-80.5,69.626,60.677,81.202,20.525
173.95,-80.5,70.086,60.62,76.596,15.975999999999999
176.975,-80.5,74.63600000000001,61.901,80.313,18.412
180.0,-80.5,70.97800000000001,60.611000000000004,78.683,18.072
-180.0,-80.0,72.411,58.868,79.075,20.207
-177.12,-80.0,71.344,60.379,79.342,18.963
-174.24,-80.0,67.815,63.08,70.85300000000001,7.773
-171.36,-80.0,65.184,60.562,72.885,12.323
-168.48,-80.0,56.403,56.403,65.64399999999999,9.241
-165.6,-80.0,60.528,59.257,69.992,10.735
-162.72,-80.0,59.97,57.672,69.485,11.812999999999999
-159.84,-80.0,65.628,58.588,73.919,15.331
-156.96,-80.0,64.282,55.098,71.711,16.613
-154.08,-80.0,59.699,57.611999999999995,63.49,5.877999999999999
-151.2,-80.0,61.08,60.373000000000005,64.02600000000001,3.653
-148.32,-80.0,56.653999999999996,56.653999999999996,65.084,8.43
-145.44,-80.0,51.266000000000005,51.258,56.15,4.8919999999999995
-142.56,-80.0,55.768,55.246,58.028999999999996,2.783
-139.68,-80.0,60.597,60.597,67.957,7.36
-136.8,-80.0,60.516999999999996,52.062,74.123,22.061
-133.92,-80.0,69.21300000000001,61.39,94.383,32.993
-131.04,-80.0,59.251000000000005,52.732,81.55199999999999,28.82
-128.16,-80.0,52.434,52.434,66.391,13.957
-125.28,-80.0,55.016999999999996,53.731,62.122,8.391
-122.4,-80.0,69.983,65.184,71.236,6.0520000000000005
-119.52,-80.0,79.941,78.289,80.056,1.767
-116.64,-80.0,116.345,104.58,116.345,11.765
-113.76,-80.0,152.93,142.113,152.93,10.817
-110.88,-80.0,128.967,109.353,130.755,21.401999999999997
-108.0,-80.0,97.583,73.842,107.28200000000001,33.44
-105.12,-80.0,61.818000000000005,56.673,67.212,10.539000000000001
-102.24,-80.0,64.417,58.24100000000001,75.89699999999999,17.656
-99.36,-80.0,45.028,44.126000000000005,55.176,11.05
-96.48,-80.0,62.403999999999996,55.751000000000005,71.6,15.849
-93.6,-80.0,61.148,50.038000000000004,61.148,11.11
-90.72,-80.0,61.185,50.328,63.861000000000004,13.533
-87.84,-80.0,65.039,53.93,68.794,14.864
-84.96,-80.0,66.859,52.958,66.859,13.901
-82.08,-80.0,58.805,54.13399999999999,66.225,12.091
-79.2,-80.0,47.91,47.91,64.91,17.0
-76.32,-80.0,47.812,47.812,60.992,13.18
-73.44,-80.0,46.701,42.74,54.658,11.918
-70.56,-80.0,51.659,46.32899999999999,60.299,13.97
-67.68,-80.0,59.553999999999995,54.95399999999999,62.67100000000001,7.7170000000000005
-64.8,-80.0,69.791,64.578,69.969,5.391
-61.92,-80.0,67.493,60.832,69.956,9.124
-59.04,-80.0,65.73,60.283,66.819,6.5360000000000005
-56.16,-80.0,52.911,52.911,67.241,14.33
-53.28,-80.0,58.771,58.771,65.806,7.035
-50.4,-80.0,58.266999999999996,58.266999999999996,62.07899999999999,3.812
-47.52,-80.0,57.428000000000004,57.428000000000004,63.556000000000004,6.127999999999999
-44.64,-80.0,57.251999999999995,57.251999999999995,64.185,6.933
-41.76,-80.0,63.656000000000006,56.966,80.061,23.095
-38.88,-80.0,52.54600000000001,52.54600000000001,61.851000000000006,9.305
-36.0,-80.0,54.178000000000004,54.178000000000004,62.36,8.182
-33.12,-80.0,58.001000000000005,55.488,67.956,12.468
-30.24,-80.0,56.661,56.661,59.781000000000006,3.12
-27.36,-80.0,66.589,61.876999999999995,82.399,20.522
-24.48,-80.0,66.37899999999999,56.566,81.732,25.166
-21.6,-80.0,58.253,54.223,58.383,4.16
-18.72,-80.0,60.136,51.778999999999996,63.355,11.575999999999999
-15.84,-80.0,61.898,51.886,62.391999999999996,10.505999999999998
-12.96,-80.0,58.273,48.949,58.273,9.324
-10.08,-80.0,54.893,48.656000000000006,54.893,6.237
-7.2,-80.0,51.54,44.583,52.851000000000006,8.267999999999999
-4.32,-80.0,53.82899999999999,48.896,53.82899999999999,4.933
-1.44,-80.0,55.8,51.655,55.8,4.145
1.44,-80.0,57.503,49.945,57.503,7.558
4.32,-80.0,56.326,49.474,56.723,7.249
7.2,-80.0,55.321999999999996,50.696999999999996,55.41,4.713
10.08,-80.0,53.966,50.398,54.478,4.08
12.96,-80.0,55.727,48.833,55.727,6.894
15.84,-80.0,56.833,48.653,57.208999999999996,8.556000000000001
18.72,-80.0,57.958999999999996,49.06399999999999,57.958999999999996,8.895
21.6,-80.0,54.262,46.94,54.262,7.322
24.48,-80.0,52.754,43.187,52.754,9.567
27.36,-80.0,52.266999999999996,41.18,52.266999999999996,11.087
30.24,-80.0,53.608000000000004,41.297,53.608000000000004,12.311
33.12,-80.0,47.588,41.1,54.703,13.603
36.0,-80.0,42.437,36.812,53.558,16.746
38.88,-80.0,46.912,39.321999999999996,56.521,17.199
41.76,-80.0,47.156000000000006,41.369,57.878,16.509
44.64,-80.0,48.707,38.213,52.441,14.228
47.52,-80.0,50.673,39.118,52.206,13.088
50.4,-80.0,50.093,40.387,50.093,9.706
53.28,-80.0,50.933,41.545,52.368,10.823
56.16,-80.0,50.408,39.149,52.493,13.344000000000001
59.04,-80.0,44.46,38.102,49.117,11.015
61.92,-80.0,47.503,38.595,53.313,14.718
64.8,-80.0,47.051,41.159,53.29,12.130999999999998
67.68,-80.0,53.111999999999995,42.181999999999995,53.465,11.283
70.56,-80.0,60.646,51.19,60.646,9.456
73.44,-80.0,59.146,52.413000000000004,62.861000000000004,10.448
76.32,-80.0,53.516000000000005,47.861999999999995,59.157,11.295
79.2,-80.0,53.641999999999996,50.121,57.621,7.5
82.08,-80.0,54.206,49.848,60.351000000000006,10.503
84.96,-80.0,57.672,51.696000000000005,61.725,10.029
87.84,-80.0,58.565,52.498999999999995,59.647,7.148
90.72,-80.0,57.353,48.282,57.353,9.071
93.6,-80.0,56.722,52.06,56.917,4.857
96.48,-80.0,50.562,45.775,54.535,8.76
99.36,-80.0,52.577,52.577,56.379,3.802
102.24,-80.0,54.456,49.785,57.261,7.476
105.12,-80.0,53.501999999999995,45.287,58.732,13.445
108.0,-80.0,57.306000000000004,53.007,63.021,10.014
110.88,-80.0,63.541000000000004,54.246,63.541000000000004,9.295
113.76,-80.0,62.403999999999996,59.945,67.285,7.34
116.64,-80.0,61.657,59.92100000000001,66.14699999999999,6.226
119.52,-80.0,64.077,60.31399999999999,68.565,8.251
122.4,-80.0,64.135,59.364,69.473,10.109
125.28,-80.0,65.105,62.038999999999994,66.804,4.765
128.16,-80.0,65.675,59.426,68.325,8.899
131.04,-80.0,65.205,57.846000000000004,66.501,8.655
133.92,-80.0,62.114,57.626000000000005,65.183,7.557
136.8,-80.0,57.31399999999999,57.31399999999999,63.718,6.404
139.68,-80.0,57.518,56.216,60.961000000000006,4.745
142.56,-80.0,59.516000000000005,56.793,61.492,4.699
145.44,-80.0,62.086999999999996,57.748999999999995,62.825,5.0760000000000005
148.32,-80.0,58.553000000000004,54.995,63.056000000000004,8.061
151.2,-80.0,63.111999999999995,59.198,63.497,4.2989999999999995
154.08,-80.0,63.785,57.441,65.343,7.902
156.96,-80.0,59.474,53.396,65.54,12.144
159.84,-80.0,65.105,57.368,65.715,8.347000000000001
162.72,-80.0,83.959,58.18600000000001,83.959,25.773000000000003
165.6,-80.0,83.988,60.472,85.304,24.831999999999997
168.48,-80.0,76.89699999999999,63.92,80.403,16.483
171.36,-80.0,68.232,62.9,78.877,15.977
174.24,-80.0,70.936,63.208,79.138,15.93
177.12,-80.0,72.78,60.541000000000004,78.10600000000001,17.565
180.0,-80.0,72.411,58.868,79.075,20.207
-180.0,-79.5,73.763,58.973,78.067,19.094
-177.252,-79.5,79.29899999999999,64.449,79.29899999999999,14.85
-174.50400000000002,-79.5,71.319,66.641,71.319,4.678
-171.75599999999997,-79.5,56.056999999999995,55.827,66.218,10.390999999999998
-169.00799999999998,-79.5,61.151,60.278999999999996,71.46600000000001,11.187000000000001
-166.26,-79.5,65.52199999999999,60.835,71.695,10.86
-163.511,-79.5,65.958,64.493,67.001,2.508
-160.763,-79.5,58.536,57.228,62.501000000000005,5.273
-158.015,-79.5,62.306999999999995,59.233000000000004,72.54899999999999,13.315999999999999
-155.267,-79.5,52.248000000000005,50.937,57.977,7.04
-152.519,-79.5,55.239,45.897,55.303000000000004,9.406
-149.77100000000002,-79.5,57.163000000000004,52.81399999999999,62.074,9.26
-147.023,-79.5,56.698,56.698,58.683,1.985
-144.275,-79.5,56.563,55.595,57.293,1.6980000000000002
-141.52700000000002,-79.5,54.771,51.225,57.507,6.282
-138.779,-79.5,63.004,63.004,75.527,12.523
-136.031,-79.5,61.181000000000004,54.542,71.831,17.289
-133.282,-79.5,52.886,52.303999999999995,69.211,16.907
-130.534,-79.5,49.138999999999996,48.333999999999996,57.806999999999995,9.472999999999999
-127.786,-79.5,52.891000000000005,52.891000000000005,56.315,3.424
-125.038,-79.5,55.895,55.895,60.586999999999996,4.692
-122.29,-79.5,70.628,66.73,77.361,10.630999999999998
-119.542,-79.5,92.262,84.93700000000001,92.262,7.325
-116.794,-79.5,107.564,98.18700000000001,107.564,9.377
-114.046,-79.5,124.051,110.101,124.051,13.95
-111.29799999999999,-79.5,156.832,136.909,156.84799999999998,19.939
-108.55,-79.5,106.969,71.78699999999999,113.68799999999999,41.901
-105.802,-79.5,71.764,60.736999999999995,72.003,11.265999999999998
-103.053,-79.5,70.28399999999999,60.473,77.939,17.465999999999998
-100.305,-79.5,77.771,60.95,99.59,38.64
-97.557,-79.5,80.358,53.075,102.189,49.114
-94.809,-79.5,71.128,56.806000000000004,71.363,14.557
-92.061,-79.5,61.637,48.409,66.75399999999999,18.345
-89.31299999999999,-79.5,60.095,46.722,64.813,18.090999999999998
-86.565,-79.5,58.446000000000005,49.568999999999996,65.571,16.002
-83.81700000000001,-79.5,55.306999999999995,53.33,60.63,7.3
-81.069,-79.5,46.269,46.269,62.518,16.249000000000002
-78.321,-79.5,55.875,55.875,63.951,8.076
-75.57300000000001,-79.5,48.715,48.715,64.619,15.904000000000002
-72.824,-79.5,44.965,44.965,56.776,11.811
-70.07600000000001,-79.5,58.043,58.043,63.581,5.537999999999999
-67.328,-79.5,71.186,66.411,71.186,4.775
-64.58,-79.5,70.047,66.041,70.047,4.006
-61.832,-79.5,68.461,58.325,68.839,10.514000000000001
-59.083999999999996,-79.5,71.675,64.77600000000001,71.732,6.956
-56.336000000000006,-79.5,60.416000000000004,60.416000000000004,66.9,6.484
-53.588,-79.5,62.022,60.818999999999996,64.11,3.2910000000000004
-50.84,-79.5,60.218,60.091,64.768,4.677
-48.092,-79.5,56.126000000000005,54.628,64.42,9.792
-45.343999999999994,-79.5,57.163999999999994,57.163999999999994,63.661,6.497000000000001
-42.595,-79.5,55.503,55.503,64.102,8.599
-39.847,-79.5,54.56100000000001,54.56100000000001,62.651,8.09
-37.099000000000004,-79.5,49.428999999999995,49.428999999999995,59.758,10.329
-34.351,-79.5,48.471000000000004,48.471000000000004,66.206,17.735
-31.603,-79.5,51.619,50.39,60.948,10.558
-28.855,-79.5,66.3,61.372,66.3,4.928
-26.107,-79.5,66.247,56.438,66.247,9.809
-23.359,-79.5,65.378,54.228,65.378,11.15
-20.611,-79.5,63.476000000000006,54.505,63.476000000000006,8.971
-17.863,-79.5,61.778999999999996,53.284,61.778999999999996,8.495
-15.115,-79.5,58.138000000000005,47.933,58.138000000000005,10.205
-12.366,-79.5,55.809,49.325,55.809,6.484
-9.618,-79.5,53.169,50.282,53.169,2.887
-6.87,-79.5,57.253,52.107,57.253,5.146
-4.122,-79.5,56.565,50.475,56.565,6.09
-1.374,-79.5,57.95,52.636,57.95,5.314
1.374,-79.5,60.93899999999999,52.565,60.93899999999999,8.374
4.122,-79.5,56.56100000000001,50.282,56.56100000000001,6.279
6.87,-79.5,59.12,54.48,61.555,7.075
9.618,-79.5,57.178999999999995,52.711999999999996,60.751999999999995,8.04
12.366,-79.5,56.486999999999995,49.988,60.773999999999994,10.786
15.115,-79.5,59.402,48.989,60.946999999999996,11.958
17.863,-79.5,57.411,48.65,61.881,13.231
20.611,-79.5,55.485,48.592,55.485,6.893
23.359,-79.5,51.573,47.315,53.937,6.622000000000001
26.107,-79.5,54.202,43.434,54.202,10.767999999999999
28.855,-79.5,52.092,40.383,52.092,11.709000000000001
31.603,-79.5,52.085,40.698,55.845,15.147
34.351,-79.5,48.827,40.973,55.897,14.924000000000001
37.099000000000004,-79.5,43.751000000000005,38.007,54.00899999999999,16.002
39.847,-79.5,44.047,39.152,53.45399999999999,14.302
42.595,-79.5,46.04600000000001,38.655,54.11,15.455
45.343999999999994,-79.5,48.773999999999994,36.489000000000004,55.64,19.151
48.092,-79.5,56.907,44.19,57.875,13.685
50.84,-79.5,55.27,41.525,55.27,13.745
53.588,-79.5,55.486999999999995,43.54,55.486999999999995,11.947000000000001
56.336000000000006,-79.5,53.747,40.84,53.747,12.907
59.083999999999996,-79.5,49.931000000000004,40.736999999999995,52.518,11.780999999999999
61.832,-79.5,52.93600000000001,41.016999999999996,56.31,15.293
64.58,-79.5,54.645,44.681999999999995,59.751999999999995,15.07
67.328,-79.5,52.955,48.757,62.04,13.283
70.07600000000001,-79.5,53.394,48.407,54.135,5.728
72.824,-79.5,60.411,52.038999999999994,62.056000000000004,10.017000000000001
75.57300000000001,-79.5,54.989,48.565,58.9,10.335
78.321,-79.5,53.464,49.333,58.144,8.811
81.069,-79.5,55.965,49.777,59.343999999999994,9.567
83.81700000000001,-79.5,56.903,48.985,60.376999999999995,11.392000000000001
86.565,-79.5,56.28,48.034,56.28,8.246
89.31299999999999,-79.5,59.31,49.667,59.31,9.642999999999999
92.061,-79.5,57.847,51.286,57.847,6.561
94.809,-79.5,52.345,47.599,56.92100000000001,9.322000000000001
97.557,-79.5,53.508,52.42,57.22,4.8
100.305,-79.5,49.858000000000004,49.858000000000004,56.848,6.99
